"game_id","internal_name","provider.internal_name"
"137001312","Blackjack VIP 44","Evolution"
"137001313","Blackjack VIP 45","Evolution"
"137001314","Blackjack VIP 46","Evolution"
"137001315","Blackjack VIP 47","Evolution"
"137001316","Blackjack VIP 48","Evolution"
"137001317","Blackjack VIP 49","Evolution"
"137001318","Blackjack VIP 43","Evolution"
"137001319","Blackjack Cl??ssico em Portugu??s 9","Evolution"
"137001320","Blackjack Cl??ssico em Portugu??s 10","Evolution"
"137001321","Blackjack Cl??ssico em Portugu??s 11","Evolution"
"137001322","Blackjack Cl??ssico em Portugu??s 12","Evolution"
"137001323","Blackjack Cl??ssico em Portugu??s 13","Evolution"
"137001324","Blackjack Classic Ru","Evolution"
"137001325","VIP Blackjack en Espa?±ol 2","Evolution"
"137001326","VIP Blackjack en Espa?±ol 3","Evolution"
"137001327","VIP Blackjack en Espa?±ol 4","Evolution"
"137001328","Blackjack VIP 51","Evolution"
"137001330","Blackjack Classic Ru 2","Evolution"
"137001331","Blackjack Classic Ru 3","Evolution"
"137001332","Classic Speed Blackjack 120","Evolution"
"137001333","Classic Speed Blackjack 110","Evolution"
"137001334","Classic Speed Blackjack 111","Evolution"
"137001335","Classic Speed Blackjack 112","Evolution"
"137001336","Classic Speed Blackjack 113","Evolution"
"137001337","Classic Speed Blackjack 114","Evolution"
"137001338","Classic Speed Blackjack 115","Evolution"
"137001339","VIP Blackjack em Portugu??s 3","Evolution"
"137001340","VIP Blackjack em Portugu??s 4","Evolution"
"137001341","VIP Blackjack em Portugu??s 5","Evolution"
"137001342","VIP Blackjack em Portugu??s 2","Evolution"
"137001343","Classic Speed Blackjack 100","Evolution"
"137001344","Classic Speed Blackjack 101","Evolution"
"137001345","Classic Speed Blackjack 102","Evolution"
"137001346","Classic Speed Blackjack 121","Evolution"
"137001347","Classic Speed Blackjack 93","Evolution"
"137001348","Classic Speed Blackjack 122","Evolution"
"137001349","Classic Speed Blackjack 95","Evolution"
"137001350","Classic Speed Blackjack 96","Evolution"
"137001351","Classic Speed Blackjack 97","Evolution"
"137001352","Classic Speed Blackjack 98","Evolution"
"137001353","Classic Speed Blackjack 99","Evolution"
"137001354","Classic Speed Blackjack 103","Evolution"
"137001355","Classic Speed Blackjack 104","Evolution"
"137001356","Classic Speed Blackjack 105","Evolution"
"137001357","Classic Speed Blackjack 106","Evolution"
"137001358","Classic Speed Blackjack 107","Evolution"
"137001359","Classic Speed Blackjack 108","Evolution"
"137001360","Classic Speed Blackjack 109","Evolution"
"137001361","Blackjack Cl??ssico em Portugu??s 14","Evolution"
"137001362","Blackjack Cl??ssico em Portugu??s 15","Evolution"
"137001363","Blackjack Cl??ssico em Portugu??s 16","Evolution"
"137001364","Blackjack Cl??ssico em Portugu??s 17","Evolution"
"137001365","Blackjack Cl??ssico em Portugu??s 18","Evolution"
"137001366","Blackjack Cl??ssico em Portugu??s 19","Evolution"
"137001367","First Person Lightning Blackjack","Evolution"
"137001368","Hindi Speed Baccarat A","Evolution"
"137001369","Hindi Speed Baccarat B","Evolution"
"137001371","Teen Patti","Evolution"
"137001372","Korean Speed Baccarat D","Evolution"
"137001373","Korean Speed Baccarat E","Evolution"
"137001374","Grand Korean Speed Blackjack","Evolution"
"137001375","EVO PowerBall","Evolution"
"137001377","First Person HiLo","Evolution"
"137001379","Blackjack Ilimitado Ao Vivo","Evolution"
"137001380","Blackjack Ilimitado en Vivo","Evolution"
"137001382","Lightning Sic Bo","Evolution"
"137001385","Greek Roulette","Evolution"
"137001387","Stock Market 2","Evolution"
"137001388","Infinite Fun Fun 21 Blackjack","Evolution"
"137001389","Super Speed Baccarat","Evolution"
"137001391","Texas Hold'em","Evolution"
"137001392","Dead or Alive Saloon","Evolution"
"137001393","T??rk?§e Rulet 2","Evolution"
"137001394","First person Top Card? ","Evolution"
"137001395","Speed Super Sic Bo","Evolution"
"137001400","London Roulette (Football Studio Roulette)","Evolution"
"137001401","Infinite Bet Stacker Blackjack","Evolution"
"137001402","Easy Blackjack","Evolution"
"143000036","Lotto Bubble Pro","BetOnGames"
"143000037","5 element Pro","BetOnGames"
"143000038","Wild West Pro","BetOnGames"
"143000039","Always Win Pro","BetOnGames"
"143000040","Loto Bicho 5 Pro","BetOnGames"
"143000041","Scroll Of Luck Pro","BetOnGames"
"143000042","God's heritage Pro","BetOnGames"
"143000043","Lucky 12+ Pro","BetOnGames"
"143000044","Mini Keno Pro","BetOnGames"
"143000045","Loto Bicho da sorte 25","BetOnGames"
"143000046","Keno do Bicho Pro (5/25)","BetOnGames"
"143000047","Golden boat","BetOnGames"
"143000048","Aerobet","BetOnGames"
"143000049","Bario jet","BetOnGames"
"143000050","KenoStorm","BetOnGames"
"143000051","Blackjack Bet Rush","BetOnGames"
"143000052","Mega hot","BetOnGames"
"143000053","100 Mega Hot","BetOnGames"
"143000054","20 Lucky Clover","BetOnGames"
"143000055","Hot Pepper","BetOnGames"
"143000056","Blue Star","BetOnGames"
"143000057","100 Hot Pepper","BetOnGames"
"143000058","40 Hot Pepper 6 reels","BetOnGames"
"143000059","100 Ice Fruits","BetOnGames"
"143000060","Ice Cream","BetOnGames"
"143000061","Aliens","BetOnGames"
"143000062","100 Blue Star","BetOnGames"
"143000063","100 Crystal skull","BetOnGames"
"143000064","100 Dream catcher","BetOnGames"
"143000065","100 Dream catcher 6 Reels","BetOnGames"
"143000066","100 Ice Cream","BetOnGames"
"143000067","100 Ice Cream 6 reels","BetOnGames"
"143000068","100 Ice Pepper","BetOnGames"
"143000069","100 Jokers","BetOnGames"
"143000070","100 Lucky Clover","BetOnGames"
"143000071","100 Mega Shine","BetOnGames"
"143000072","100 Shining Stars","BetOnGames"
"143000073","20 Lucky Clover 6","BetOnGames"
"143000074","40 Big Foot","BetOnGames"
"143000075","40 Blue Star 6 reels","BetOnGames"
"143000076","40 Ice Fruits 6 reels","BetOnGames"
"143000077","40 Ice Pepper 6 reels","BetOnGames"
"143000078","40 Lucky Clover","BetOnGames"
"143000079","40 Lucky Clover 6 reels","BetOnGames"
"143000080","40 Super Hot 6 reels","BetOnGames"
"143000081","5 Lucky Clover","BetOnGames"
"143000082","50 Apple's shine","BetOnGames"
"143000083","50 Gems","BetOnGames"
"143000084","50 Happy Santa","BetOnGames"
"143000085","Apple's shine","BetOnGames"
"143000086","Big Foot","BetOnGames"
"143000087","Blue Star 6 reels","BetOnGames"
"143000088","Cherry Hot","BetOnGames"
"143000089","Crystal skull","BetOnGames"
"143000090","Double Hot","BetOnGames"
"143000091","Double Ice","BetOnGames"
"143000092","Dream catcher","BetOnGames"
"143000093","Dream catcher 6 reels","BetOnGames"
"143000094","Gems","BetOnGames"
"143000095","Green Hot","BetOnGames"
"143000096","Happy Santa","BetOnGames"
"143000097","Hot Clover","BetOnGames"
"143000098","Hot Pepper 6 reels","BetOnGames"
"143000099","Ice Cream 6 reels","BetOnGames"
"143000100","Ice Fruits","BetOnGames"
"143000101","Ice Fruits 6 reels","BetOnGames"
"143000102","Ice Pepper","BetOnGames"
"143000103","Ice Pepper 6 reels","BetOnGames"
"143000104","Jokers","BetOnGames"
"143000105","Lucky Slot","BetOnGames"
"143000106","Mega Shine","BetOnGames"
"143000107","Seven Hot","BetOnGames"
"143000108","Shining Stars","BetOnGames"
"143000109","Super Hot 6 reels","BetOnGames"
"143000110","Tropic Hot","BetOnGames"
"143000111","Valentine's Day","BetOnGames"
"143000112","Merry Christmas Mania 2","BetOnGames"
"143000113","Monkey Magic 2: Choice","BetOnGames"
"143000114","Elixir Enigma","BetOnGames"
"143000115","Snake Spell","BetOnGames"
"143000116","Safari Dance","BetOnGames"
"143000117","Merry Christmas Mania","BetOnGames"
"143000118","Wild creatures","BetOnGames"
"143000119","Summer Fruit 2","BetOnGames"
"143000120","Secrets of Machu Picchu","BetOnGames"
"143000121","Winter 7","BetOnGames"
"143000122","Catsville noir","BetOnGames"
"143000123","Juicy Adventure","BetOnGames"
"143000124","Sands of Riches","BetOnGames"
"143000125","Vikings Gods Gold","BetOnGames"
"143000126","Mystery of Sun","BetOnGames"
"143000127","Mech-O-Tronika","BetOnGames"
"143000128","Monkey King","BetOnGames"
"143000129","Fortune Multiplier","BetOnGames"
"143000130","Axe Queen","BetOnGames"
"143000131","Age of Caesar","BetOnGames"
"143000132","Black Star","BetOnGames"
"143000133","Monkey Magic","BetOnGames"
"143000134","Cyberprize","BetOnGames"
"143000135","Mission: hot diamonds","BetOnGames"
"143000136","Halloween81","BetOnGames"
"143000137","Mystic Joker","BetOnGames"
"143000138","Duo Jokers","BetOnGames"
"143000139","Summer Fruits","BetOnGames"
"158000000","Pyramid King™","Pragmatic Play"
"158000001","Aztec Gems™","Pragmatic Play"
"158000002","Joker's Jewels™","Pragmatic Play"
"158000003","Sweet Bonanza™","Pragmatic Play"
"158000004","888 Dragons™","Pragmatic Play"
"158000007","American Blackjack","Pragmatic Play"
"158000008","888 Gold™","Pragmatic Play"
"158000010","Roulette","Pragmatic Play"
"158000013","Roulette Green","Pragmatic Play"
"158000014","Speed Roulette 1","Pragmatic Play"
"158000015","Auto Roulette","Pragmatic Play"
"158000016","Blackjack 11","Pragmatic Play"
"158000017","Speed Baccarat 1","Pragmatic Play"
"158000018","Blackjack C","Pragmatic Play"
"158000019","Mega Sic Bo","Pragmatic Play"
"158000020","3 Genie Wishes™","Pragmatic Play"
"158000021","3 Kingdoms - Battle of Red Cliffs","Pragmatic Play"
"158000022","5 Lions Gold™","Pragmatic Play"
"158000023","5 Lions™","Pragmatic Play"
"158000024","7 Monkeys™","Pragmatic Play"
"158000025","7 Piggies™","Pragmatic Play"
"158000026","8 Dragons™","Pragmatic Play"
"158000027","Aladdin and the Sorcerer™","Pragmatic Play"
"158000028","Aladdin's Treasure","Pragmatic Play"
"158000029","Ancient Egypt Classic™","Pragmatic Play"
"158000030","Ancient Egypt™","Pragmatic Play"
"158000031","Asgard™","Pragmatic Play"
"158000032","Aztec Bonanza™","Pragmatic Play"
"158000033","Aztec Gems Deluxe™","Pragmatic Play"
"158000036","Buffalo King™","Pragmatic Play"
"158000037","Caishen's Cash™","Pragmatic Play"
"158000038","Caishen’s Gold™","Pragmatic Play"
"158000039","Chilli Heat™","Pragmatic Play"
"158000040","Da Vinci's Treasure™","Pragmatic Play"
"158000041","Dance Party™","Pragmatic Play"
"158000042","Diamond Strike™","Pragmatic Play"
"158000043","Drago - Jewels of Fortune™","Pragmatic Play"
"158000044","Dragon Kingdom™","Pragmatic Play"
"158000045","Dwarven Gold Deluxe™","Pragmatic Play"
"158000046","Dwarven Gold™","Pragmatic Play"
"158000047","Egyptian Fortunes™","Pragmatic Play"
"158000048","Extra Juicy™","Pragmatic Play"
"158000049","Fairytale Fortune™","Pragmatic Play"
"158000050","Fire 88™","Pragmatic Play"
"158000051","Fire Strike™","Pragmatic Play"
"158000052","Fruit Party™","Pragmatic Play"
"158000053","Fruit Rainbow™","Pragmatic Play"
"158000054","Glorious Rome™","Pragmatic Play"
"158000055","Gold Rush™","Pragmatic Play"
"158000056","Gold Train™","Pragmatic Play"
"158000058","Great Reef™","Pragmatic Play"
"158000059","Great Rhino Deluxe™","Pragmatic Play"
"158000060","Great Rhino Megaways™","Pragmatic Play"
"158000061","Great Rhino™","Pragmatic Play"
"158000062","Greek Gods™","Pragmatic Play"
"158000063","Hercules and Pegasus ™","Pragmatic Play"
"158000064","Hercules Son of Zeus™","Pragmatic Play"
"158000065","Hockey League Wild Match™","Pragmatic Play"
"158000066","Hockey League™","Pragmatic Play"
"158000067","Honey Honey Honey™","Pragmatic Play"
"158000068","Hot Chilli™","Pragmatic Play"
"158000069","Hot Safari™","Pragmatic Play"
"158000070","Hot to Burn™","Pragmatic Play"
"158000071","Jade Butterfly™","Pragmatic Play"
"158000072","John Hunter and the Aztec Treasure™","Pragmatic Play"
"158000073","John Hunter and the Book of Tut™","Pragmatic Play"
"158000074","John Hunter and the Tomb of the Scarab Queen™","Pragmatic Play"
"158000075","Journey to the West","Pragmatic Play"
"158000076","Jungle Gorilla™","Pragmatic Play"
"158000077","Jurassic Giants™","Pragmatic Play"
"158000078","Lady Godiva™","Pragmatic Play"
"158000079","Lady of the Moon™","Pragmatic Play"
"158000080","Leprechaun Carol™","Pragmatic Play"
"158000081","Leprechaun Song™","Pragmatic Play"
"158000082","Lucky Dragons™","Pragmatic Play"
"158000083","Lucky New Year™","Pragmatic Play"
"158000084","Madame Destiny™","Pragmatic Play"
"158000085","Magic Crystals™","Pragmatic Play"
"158000086","Magic Journey™","Pragmatic Play"
"158000087","Master Chen's Fortune™","Pragmatic Play"
"158000088","Master Joker™","Pragmatic Play"
"158000089","Mighty Kong™","Pragmatic Play"
"158000090","Money Mouse™","Pragmatic Play"
"158000091","Monkey Warrior™","Pragmatic Play"
"158000092","Mustang Gold™","Pragmatic Play"
"158000093","Mysterious™","Pragmatic Play"
"158000094","Panda's Fortune™","Pragmatic Play"
"158000095","Panther Queen™","Pragmatic Play"
"158000096","Peking Luck™","Pragmatic Play"
"158000097","Pirate Gold™","Pragmatic Play"
"158000098","Pixie Wings™","Pragmatic Play"
"158000099","Queen of Atlantis™","Pragmatic Play"
"158000101","Release the Kraken™","Pragmatic Play"
"158000102","Romeo and Juliet","Pragmatic Play"
"158000103","Safari King™","Pragmatic Play"
"158000104","Santa","Pragmatic Play"
"158000105","Starz Megaways™","Pragmatic Play"
"158000106","Street Racer™","Pragmatic Play"
"158000108","Super 7s™","Pragmatic Play"
"158000109","Super Joker™","Pragmatic Play"
"158000110","Sweet Bonanza Xmas™","Pragmatic Play"
"158000111","Tales of Egypt™","Pragmatic Play"
"158000112","The Catfather II™","Pragmatic Play"
"158000113","The Catfather™","Pragmatic Play"
"158000114","The Champions™","Pragmatic Play"
"158000116","The Dog House Megaways™","Pragmatic Play"
"158000117","The Dog House™","Pragmatic Play"
"158000118","The Great Chicken Escape™","Pragmatic Play"
"158000119","The Wild Machine™","Pragmatic Play"
"158000120","Three Star Fortune™","Pragmatic Play"
"158000121","Treasure Horse™","Pragmatic Play"
"158000122","Tree of Riches™","Pragmatic Play"
"158000123","Triple Dragons™","Pragmatic Play"
"158000124","Triple Jokers™","Pragmatic Play"
"158000125","Ultra Burn™","Pragmatic Play"
"158000126","Vampires vs Wolves™","Pragmatic Play"
"158000127","Vegas Magic™","Pragmatic Play"
"158000128","Vegas Nights™","Pragmatic Play"
"158000129","Wild Gladiators™","Pragmatic Play"
"158000130","Wild Pixies™","Pragmatic Play"
"158000131","Wild Spells™","Pragmatic Play"
"158000132","Wild West Gold ™","Pragmatic Play"
"158000133","Wolf Gold™","Pragmatic Play"
"158000134","Diamonds are Forever 3 Lines","Pragmatic Play"
"158000135","Irish Charms™","Pragmatic Play"
"158000136","Monkey Madness™","Pragmatic Play"
"158000137","Triple Tigers™","Pragmatic Play"
"158000139","Multihand Blackjack","Pragmatic Play"
"158000140","7 Piggies™ 5,000","Pragmatic Play"
"158000141","Diamond Strike™ 100,000","Pragmatic Play"
"158000142","Gold Rush™ 250,000","Pragmatic Play"
"158000143","Hot Safari™ 50,000","Pragmatic Play"
"158000144","Panda Gold™ 10,000","Pragmatic Play"
"158000145","Queen of Gold™ 100,000","Pragmatic Play"
"158000146","Wolf Gold™ 1,000,000","Pragmatic Play"
"158000147","Blackjack Lobby","Pragmatic Play"
"158000148","Blackjack 3 - Azure","Pragmatic Play"
"158000149","Blackjack 6 - Azure","Pragmatic Play"
"158000150","Blackjack 7 - Azure","Pragmatic Play"
"158000151","Blackjack Azure D","Pragmatic Play"
"158000152","Blackjack 1 - Azure","Pragmatic Play"
"158000153","Blackjack 9 - Azure","Pragmatic Play"
"158000154","Blackjack 10 - Azure","Pragmatic Play"
"158000155","Blackjack 5 - Azure","Pragmatic Play"
"158000156","Blackjack 2 - Azure","Pragmatic Play"
"158000157","Blackjack Azure J**","Pragmatic Play"
"158000158","Blackjack A","Pragmatic Play"
"158000159","Blackjack B","Pragmatic Play"
"158000160","Blackjack D","Pragmatic Play"
"158000161","Blackjack E","Pragmatic Play"
"158000162","Roulette Lobby","Pragmatic Play"
"158000163","Roulette Azure","Pragmatic Play"
"158000164","Russian Roulette","Pragmatic Play"
"158000165","German Roulette","Pragmatic Play"
"158000166","Italian Roulette","Pragmatic Play"
"158000167"," Turkish Roulette","Pragmatic Play"
"158000168","Roulette Macao","Pragmatic Play"
"158000169","Baccarat and Sic Bo Lobby","Pragmatic Play"
"158000170","Blackjack 12","Pragmatic Play"
"158000171","Blackjack 14","Pragmatic Play"
"158000172","Blackjack 15","Pragmatic Play"
"158000173","Blackjack 16","Pragmatic Play"
"158000174","Speed Baccarat 2","Pragmatic Play"
"158000175","Speed Baccarat 3","Pragmatic Play"
"158000176","Speed Baccarat 5","Pragmatic Play"
"158000177","Game shows","Pragmatic Play"
"158000178","Mega Wheel","Pragmatic Play"
"158000179","Return of the Dead™","Pragmatic Play"
"158000180","5 Lions Dance™","Pragmatic Play"
"158000181","Emerald King™","Pragmatic Play"
"158000182","Wild Walker™","Pragmatic Play"
"158000183","Wild Wild Riches™","Pragmatic Play"
"158000184","Star Bounty™","Pragmatic Play"
"158000185","Ultra Hold and Spin™","Pragmatic Play"
"158000186","Curse of the Werewolf Megaways™","Pragmatic Play"
"158000189","Gems Bonanza™","Pragmatic Play"
"158000190","The Dragon Tiger","Pragmatic Play"
"158000191","Pirate Gold Deluxe™","Pragmatic Play"
"158000192","Book of Kingdoms™","Pragmatic Play"
"158000193","Cowboys Gold™","Pragmatic Play"
"158000194","Christmas Carol Megaways™","Pragmatic Play"
"158000195","Spartan King™","Pragmatic Play"
"158000196","John Hunter and the Mayan Gods™","Pragmatic Play"
"158000197","Big Bass Bonanza™","Pragmatic Play"
"158000198","Voodoo Magic™","Pragmatic Play"
"158000199","Mysterious Egypt™","Pragmatic Play"
"158000200","Emerald King Rainbow Road™","Pragmatic Play"
"158000201","Congo Cash™","Pragmatic Play"
"158000202","Madame Destiny Megaways™","Pragmatic Play"
"158000203","Dragon Kingdom - Eyes of Fire™","Pragmatic Play"
"158000204","Eye of the Storm™","Pragmatic Play"
"158000205","The Hand of Midas™","Pragmatic Play"
"158000206","Joker King™","Pragmatic Play"
"158000207","Gates of Olympus™","Pragmatic Play"
"158000208","Mega Roulette","Pragmatic Play"
"158000209","Speed  Baccarat 6","Pragmatic Play"
"158000210","Hot to Burn Hold and Spin™","Pragmatic Play"
"158000211","ONE Blackjack","Pragmatic Play"
"158000212","Fishin' Reels™","Pragmatic Play"
"158000213","Temujin Treasures™","Pragmatic Play"
"158000214","Juicy Fruits™","Pragmatic Play"
"158000215","Power of Thor Megaways™","Pragmatic Play"
"158000216","Wild Booster™","Pragmatic Play"
"158000217","Floating Dragon™","Pragmatic Play"
"158000218","Hot Fiesta™","Pragmatic Play"
"158000219","Buffalo King Megaways™","Pragmatic Play"
"158000220","Dragon Tiger ","Pragmatic Play"
"158000221","The Amazing Money Machine","Pragmatic Play"
"158000222","Phoenix Forge™","Pragmatic Play"
"158000223","Cash Elevator™","Pragmatic Play"
"158000224","The Magic Cauldron - Enchanted Brew™","Pragmatic Play"
"158000225","Blackjack 17 - Azure","Pragmatic Play"
"158000226","Blackjack 18 - Azure","Pragmatic Play"
"158000227","Blackjack 19 - Azure","Pragmatic Play"
"158000228","Blackjack 20 - Azure","Pragmatic Play"
"158000229","Blackjack 21 - Azure","Pragmatic Play"
"158000230","Panda Fortune 2","Pragmatic Play"
"158000231","Heart of Rio","Pragmatic Play"
"158000232","Dragon Hot Hold and Spin™","Pragmatic Play"
"158000233","Lucky Lightning™","Pragmatic Play"
"158000234","5 Lions Megaways™","Pragmatic Play"
"158000235","Blackjack 22 - Azure","Pragmatic Play"
"158000236","Blackjack 23 - Azure","Pragmatic Play"
"158000237","Blackjack 24 - Azure","Pragmatic Play"
"158000238","Blackjack 25 - Azure","Pragmatic Play"
"158000239","Blackjack 26 - Azure","Pragmatic Play"
"158000240","Empty the Bank™","Pragmatic Play"
"158000241","Lucky Grace And Charm","Pragmatic Play"
"158000242","Book of Vikings™","Pragmatic Play"
"158000243","Chicken Drop™","Pragmatic Play"
"158000244","Penalty Shootout","Pragmatic Play"
"158000245","Horse Racing","Pragmatic Play"
"158000246","Greyhound Racing","Pragmatic Play"
"158000247","Force 1","Pragmatic Play"
"158000248","Fantastic League","Pragmatic Play"
"158000249","Blackjack 27 - Azure","Pragmatic Play"
"158000250","Blackjack 28 - Azure","Pragmatic Play"
"158000251","Blackjack 29 - Azure","Pragmatic Play"
"158000252","Blackjack 30 - Azure","Pragmatic Play"
"158000253","Blackjack 31 - Azure","Pragmatic Play"
"158000254","Fruit Party 2™","Pragmatic Play"
"158000255","Rise of Giza PowerNudge™","Pragmatic Play"
"158000256","Chilli Heat Megaways™","Pragmatic Play"
"158000257","Blackjack 32 - Azure","Pragmatic Play"
"158000258","Yum Yum Powerways™","Pragmatic Play"
"158000259","Bigger Bass Bonanza™","Pragmatic Play"
"158000260","Starlight Princess™","Pragmatic Play"
"158000261","Treasure Wild™","Pragmatic Play"
"158000262","Piggy Bank Bills™","Pragmatic Play"
"158000263","Roulette Indian","Pragmatic Play"
"158000264","Andar Bahar","Pragmatic Play"
"158000265","Mystic Chief™","Pragmatic Play"
"158000266","Cash Bonanza™","Pragmatic Play"
"158000267","Day of Dead™","Pragmatic Play"
"158000268","Star Pirates Code™","Pragmatic Play"
"158000269","John Hunter and the Quest for Bermuda Riches™","Pragmatic Play"
"158000271","Big Juan™","Pragmatic Play"
"158000272","Bounty Gold™","Pragmatic Play"
"158000273","Big Bass Bonanza Megaways™","Pragmatic Play"
"158000274","Super X™","Pragmatic Play"
"158000275","Sweet Bonanza CandyLand","Pragmatic Play"
"158000276","Book of the Fallen™","Pragmatic Play"
"158000277","Santa's Wonderland™","Pragmatic Play"
"158000278","Christmas Big Bass Bonanza™","Pragmatic Play"
"158000279","Blackjack 33 - The Club","Pragmatic Play"
"158000280","Blackjack 34 - The Club","Pragmatic Play"
"158000281","Blackjack 35 - The Club","Pragmatic Play"
"158000282","Blackjack 36 - The Club","Pragmatic Play"
"158000283","Roulette 9 - The Club","Pragmatic Play"
"158000284","ONE Blackjack 2 - Indigo","Pragmatic Play"
"158000285","Baccarat 7","Pragmatic Play"
"158000286","Baccarat 8","Pragmatic Play"
"158000288","Baccarat 10","Pragmatic Play"
"158000289","Speed Baccarat 7","Pragmatic Play"
"158000290","Speed Baccarat 8","Pragmatic Play"
"158000291","Speed Baccarat 9","Pragmatic Play"
"158000292","Smugglers Cove™","Pragmatic Play"
"158000293","Crystal Caverns Megaways™","Pragmatic Play"
"158000294","Magician's Secrets™","Pragmatic Play"
"158000295","Wild Depths™","Pragmatic Play"
"158000296","Gold Party","Pragmatic Play"
"158000297","Rock Vegas™","Pragmatic Play"
"158000298","Baccarat 11","Pragmatic Play"
"158000299","Baccarat 12","Pragmatic Play"
"158000300","Speed Baccarat 11","Pragmatic Play"
"158000301","Speed Baccarat 12","Pragmatic Play"
"158000302","Gates of Valhalla™","Pragmatic Play"
"158000303","Colossal Cash Zone™","Pragmatic Play"
"158000304","The Ultimate 5","Pragmatic Play"
"158000305","Elemental Gems Megaways™","Pragmatic Play"
"158000306","Might of Ra","Pragmatic Play"
"158000307","Snakes and Ladders Megadice™","Pragmatic Play"
"158000308","Extra Juicy Megaways™","Pragmatic Play"
"158000309","Queenie™","Pragmatic Play"
"158000310","Wild Beach Party","Pragmatic Play"
"158000311","Tic Tac Take","Pragmatic Play"
"158000312","Barn Festival","Pragmatic Play"
"158000313","Spaceman","Pragmatic Play"
"158000314","Rainbow Gold™","Pragmatic Play"
"158000315","Drill that Gold","Pragmatic Play"
"158000316","Chicken Chase","Pragmatic Play"
"158000317","Eye of Cleopatra™","Pragmatic Play"
"158000318","Clover Gold","Pragmatic Play"
"158000319","Spirit of Adventure","Pragmatic Play"
"158000320","North Guardians","Pragmatic Play"
"158000321","Fire Strike 2","Pragmatic Play"
"158000322","Goblin Heist Powernudge","Pragmatic Play"
"158000323","The Great Stick-Up","Pragmatic Play"
"158000324","Little Gem","Pragmatic Play"
"158000325","Cleocatra","Pragmatic Play"
"158000326","Wild West Gold Megaways","Pragmatic Play"
"158000327","Zombie Carnival","Pragmatic Play"
"158000328","Fortune of Giza","Pragmatic Play"
"158000329","Queen of Gods","Pragmatic Play"
"158000330","Cash Patrol","Pragmatic Play"
"158000331","Big Bass Splash","Pragmatic Play"
"158000332","Sugar Rush","Pragmatic Play"
"158000333","Bomb Bonanza","Pragmatic Play"
"158000334","Cosmic Cash","Pragmatic Play"
"158000335","Magic Money Maze","Pragmatic Play"
"158000336","Fortune 6 Baccarat","Pragmatic Play"
"158000337","Super 8 Baccarat","Pragmatic Play"
"158000338","Speed Blackjack 1 - Ruby","Pragmatic Play"
"158000339","Speed Blackjack 2 - Ruby","Pragmatic Play"
"158000340","Speed Blackjack 3 - Ruby","Pragmatic Play"
"158000341","Speed Blackjack 4 - Ruby","Pragmatic Play"
"158000342","Blackjack 78","Pragmatic Play"
"158000343","VIP Blackjack 1 - Ruby","Pragmatic Play"
"158000344","VIP Blackjack 2 - Ruby","Pragmatic Play"
"158000345","VIP Blackjack 3 - Ruby","Pragmatic Play"
"158000346","VIP Blackjack 4 - Ruby","Pragmatic Play"
"158000347","VIP Blackjack 5 - Ruby","Pragmatic Play"
"158000348","Blackjack 37 - Ruby","Pragmatic Play"
"158000349","Blackjack 38 - Ruby","Pragmatic Play"
"158000350","Blackjack 39 - Ruby","Pragmatic Play"
"158000351","Blackjack 40 - Ruby","Pragmatic Play"
"158000352","Blackjack 41 - Ruby","Pragmatic Play"
"158000353","Blackjack 42 - Ruby","Pragmatic Play"
"158000354","Blackjack 43 - Ruby","Pragmatic Play"
"158000355","Blackjack 44 - Ruby","Pragmatic Play"
"158000356","Blackjack 45 - Ruby","Pragmatic Play"
"158000357","Blackjack 46 - Ruby","Pragmatic Play"
"158000358","Blackjack 47 - Ruby","Pragmatic Play"
"158000359","Blackjack 48 - Ruby","Pragmatic Play"
"158000360","Blackjack 49 - Ruby","Pragmatic Play"
"158000361","Blackjack 50 - Ruby","Pragmatic Play"
"158000362","Blackjack 51 - Ruby","Pragmatic Play"
"158000363","Roulette Ruby","Pragmatic Play"
"158000364","Dutch Roulette","Pragmatic Play"
"158000365","Romanian Roulette","Pragmatic Play"
"158000366","Speed Baccarat 10","Pragmatic Play"
"158000367","Speed Baccarat 13","Pragmatic Play"
"158000369","Tropical Tiki","Pragmatic Play"
"158000370","Greedy Wolf","Pragmatic Play"
"158000371","Black Bull","Pragmatic Play"
"158000372","Hot to Burn Extreme","Pragmatic Play"
"158000373","Down the Rails","Pragmatic Play"
"158000375","Octobeer Fortunes","Pragmatic Play"
"158000376","Happy Hooves","Pragmatic Play"
"158000377","Striking Hot 5","Pragmatic Play"
"158000378","Book of Golden Sands","Pragmatic Play"
"158000379","Crown of Fire","Pragmatic Play"
"158000380","Wild Hop & Drop","Pragmatic Play"
"158000381","Floating Dragon Megaways","Pragmatic Play"
"158000382","Aztec Blaze","Pragmatic Play"
"158000383","John Hunter and the Book of Tut Respin™","Pragmatic Play"
"158000384","Pirate Golden Age","Pragmatic Play"
"158000385","Firebird Spirit","Pragmatic Play"
"158000387","Candy Stars","Pragmatic Play"
"158000388","Big Bass - Keeping it Reel","Pragmatic Play"
"158000389","Sword of Ares","Pragmatic Play"
"158000390","Gorilla Mayhem","Pragmatic Play"
"158000391","Shining Hot 5","Pragmatic Play"
"158000392","Shining Hot 20","Pragmatic Play"
"158000393","Shining Hot 40","Pragmatic Play"
"158000394","Shining Hot 100","Pragmatic Play"
"158000395","Boom City","Pragmatic Play"
"158000396","Speed Baccarat 16","Pragmatic Play"
